,tweet_text,emotion,target,norm_tweet
7830,"Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw",Positive emotion,0,google quotgot lot protect user privacy locationbased tool past month say mayer
7831,Up next is &quot;Left Brain Search = Google. Right Brain Search = X&quot;. (Thx to @mention for the vote. :) ) {link} #SXSW,Positive emotion,0,next quotleft brain search google right brain search xquot thx vote link
7837,#Apple has a temporary retail store at #SXSW - sweet! #iPad2,Positive emotion,0,temporary retail store sweet
7838,Blogger is about due for an update... Google finally takes action and will showcase the new design at #SXSW {link},Positive emotion,0,blogger due update google finally take action showcase new design link
7840,"2 iPad 2's acquired. In line at 9:30a, store opened at 10. Had iPads within 20 min. Not bad. Way to go Apple #SXSW team!!",Positive emotion,0,ipad acquire line store open ipads min bad way go apple team
7841,No way. Is Apple really manhandling #sxsw like that? RT @mention Smartphone breakdown at #sxsw (unofficÛ_ (cont) {link},Positive emotion,0,way apple really manhandle rt smartphone breakdown unoffic cont link
7844,Wish I was at #SXSW meeting with everyone in #TeamAndroid and the rest of the Android community. I will be there next year.,Positive emotion,0,wish meeting everyone rest android community year
7847,iPad 2 has been purchased. It's 90 and sunny.  Tan. 4square. So far so good at #SXSW.,Positive emotion,0,ipad purchase sunny tan far good
7848,"Qrafter is better than all paid or free QR Code apps, because it can not only scan #vCards, it can also download them! #QRCode #iPhone #SXSW",Positive emotion,0,qrafter good pay free qr code apps scan also download
7850,Most press coverage I've had in my life? Standing in the Apple line... #sxsw,Positive emotion,0,press coverage ive life stand apple line
7851,Steve Jobs doesn't position the iPhone as a device made in China where suicide rates are high He sells dreams #Kawasaki #thisisdare #SXSW,Negative emotion,1,steve job doesnt position iphone device make china suicide rate high sell dream
7852,Four hours down. Six and a half to go. But the adventure has been worth it.  #apple #SXSW,Positive emotion,0,hour half go adventure worth
7857,This looks fun. Party Like It's 1986 hosted by Google and the ACLUs of N California and Texas #SXSW,Positive emotion,0,look fun party host google aclus n california texas
7860,Reid cites Google's Route Around as a good start to realtime/near realtime data {link} @mention #sxsw,Positive emotion,0,reid cite google route around good start realtimenear realtime data link
7861,&quot;This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation.&quot; -@mention  #SXSW,Negative emotion,1,quotthis googlebing qampa panel world expensive seo consultationquot
7862,"iPad users have a slow, resting heart rate. Its a more leisurely use than desktops or phones. #tapworthy #sxsw",Positive emotion,0,ipad user slow rest heart rate leisurely desktop phone
7864,iPad users have slower and more leisurely usage than iPhone users. @mention #tapworthy #sxsw,Positive emotion,0,ipad user slower leisurely usage iphone user
7865,Wish I was in #SXSW right now. Lots of action taking place. I am sure it will be fun. Nevertheless google it and you will find tons of news.,Positive emotion,0,wish right lot action take place sure fun nevertheless google find ton news
7866,Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw,Negative emotion,1,google incapable disruptive innovation acquire startup last year
7868,My friends iphone changed BACK an hour instead of forward. Its AT&amp;T. Any hints on how to fix it?! #SXSW #iphone #help,Negative emotion,1,friend iphone change back hour instead forward atampt hint fix
7869,iPhone GPS is messed up. Thinks I'm in Yonkers. Almost as good as #SXSW. {link},Negative emotion,1,iphone gps mess think im yonkers almost good link
7870,"Okay, this is really it: yay new @mention for #Android app!!!!11 kthxbai. #sxsw",Positive emotion,0,okay really yay new kthxbai
7873,#SXSW Gets Its Own Apple Store -  {link},Positive emotion,0,get apple store link
7877,Ming.ly is launching soon and celebrating by giving away an Apple TV each day! #sxsw #launch {link} via @mention,Positive emotion,0,mingly launch soon celebrate give away apple tv day link
7881,"With moves like this, it's no wonder Apple stays on top. {link} #sxsw",Positive emotion,0,move wonder apple stay top link
7883,This makes missing #SXSW hurt more. ÛÏ@mention Apple Blog: Apple Opening Temporary iPad 2 Store to Handle SXSW Demand {link},Positive emotion,0,make miss hurt apple blog apple open temporary ipad store handle sxsw demand link
7885,&quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW,Positive emotion,0,quotits affirmative action woman product team google literally make product betterquot
7888,"So jealous of @mention who is at the team #android event at #sxsw #androidsxsw. Get some swag, girl!!!!!",Positive emotion,0,jealous team event get swag girl
7891,iPad2 goes on sale on first day of #sxsw in #atx tomorrow; is Apple sending a lorry load to Austin? Riots may ensue.,Positive emotion,0,go sale first day tomorrow apple send lorry load riot ensue
7892,Any movies one recommends to put on my iPad for the flight(s) home tomorrow? #lazyweb #sxsw,Positive emotion,0,movie recommend put ipad flight home tomorrow
7894,"check this out {link} - cool geo-location app for #iPhone, mixing music and parties at #SXSW with #maps I'm going next year...",Positive emotion,0,check link cool geolocation mix music party im go next year
7900,Apple puts popup store at #SXSW to hawk iPad 2.  Think they'll sell one or two?  {link},Positive emotion,0,apple put popup store hawk ipad think theyll sell link
7901,YouTube is second largest search engine (globally) after Google says @mention #discotalk #sxsw,Positive emotion,0,youtube second large search engine globally google say
7908,"So, here's the latest game I worked on for iPhone/iPod - {link} - Hobo with a Shotgun! Made w/@mention #sxsw @mention",Positive emotion,0,here late game work iphoneipod link hobo shotgun make w
7911,"#SXSW does the world really needs Google Circles, Fb will just implement it eventually",Negative emotion,1,world really need google circle fb implement eventually
7912,At an 80's theem Google party and Spazmatic is kill'n the stage!! HOOOOOOOoOoOOOo!!!! #SXSW,Positive emotion,0,theem google party spazmatic killn stage hoooooooooooooo
7914,"Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass - please RT",Positive emotion,0,tweet register exclusive pass event party ipad quotgive liberty andor free please rt
7916,Apple gets to the core of #SXSW with it's pop up experiential shops #XM #Events {link},Positive emotion,0,apple get core pop experiential shop link
7922,Apple puts up a pop up store for #SXSW folks - awesome marketing {link} now where their audience is....,Positive emotion,0,apple put pop store folk awesome marketing link audience
7924,Two thumbs up for #Popplet. Nice mind mapping app for the ipad and great for taking notes at #sxsw.,Positive emotion,0,thumbs nice mind map app ipad great take note
7925,Apple sets up temporary Austin store to serve the hordes of iPad 2 purchasers at #sxsw {link},Positive emotion,0,apple set temporary austin store serve horde ipad purchaser link
7928,recommends using google voice to separate work from life #evolvingworkplace #sxsw,Positive emotion,0,recommends use google voice separate work life
7929,wish I was with @mention listening to google's Marissa Mayer discuss new products including google hotpot - watch out yelp! #SXSW,Positive emotion,0,wish listening google marissa mayer discuss new product include google hotpot watch yelp
7930,Good times with mashable  and the with google and the ACLU. Awesome #sxsw,Positive emotion,0,good time mashable google aclu awesome
7933,"Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}",Positive emotion,0,epicurious flipboard cnn wire moma example good ipad design link
7936,"#sxsw news: Google to Launch Major New Social Network Called Circles, Possibly Today {link}",Positive emotion,0,news google launch major new social network call circle possibly today link
7940,hey tweeps! {link} -- a web industry party calendar u can put on ur iphone or ical &amp; keep track of what's goin on at #SXSW,Positive emotion,0,hey tweeps link web industry party calendar u put ur iphone ical amp keep track whats goin
7941,hey tweeps! a web industry party calendar u can put on ur iphone or ical &amp; keep track of what's goin on at #SXSW {link},Positive emotion,0,hey tweeps web industry party calendar u put ur iphone ical amp keep track whats goin link
7944,So jealous! RT @mention Met the team that set up the #sxsw Apple store - set up whole place from nothing in 3 days. Great work!,Positive emotion,0,jealous rt meet team set apple store set whole place nothing day great work
7947,Robot wars. Steampunk time machines. Mystery boxes of electronics. Awesome Austin tacos. Super Happy Dev House + Google win #sxsw.,Positive emotion,0,robot war steampunk time machine mystery box electronics awesome austin taco super happy dev house google win
7950,Hey Marissa Mayer. Please tell us something new. Not about products Google launched months ago. #sxsw,Negative emotion,1,hey marissa mayer please tell something new product google launched month
7956,"@mention saw a dude taking pictures with an iPad 2. Not gonna lie, it was seta amazing to see a &quot;camera&quot; w/ a screen that size. #sxsw",Positive emotion,0,saw dude take picture ipad gon lie seta amaze see quotcameraquot w screen size
7963,"@mention Saw you awesome educational iPhone music app tunehopper.  Good
Luck. #sxsw",Positive emotion,0,saw awesome educational iphone music app tunehopper goodluck
7969,Anyone else having issues with gmail and using google services? #SXSW.,Negative emotion,1,anyone else issue gmail use google service
7970,Anyone else having trouble synching your schedule with the android sxsw go app? #sxsw,Negative emotion,1,anyone else trouble synching schedule android sxsw go app
7971,Anyone else headed to Austin for #SXSW for the popup-store launch by Apple of the #iPad2 THIS Friday? Gonna miss @mention this year.,Positive emotion,0,anyone else head austin popupstore launch apple friday gon year
